96.0,175.0
118.0,149.0
90.0,81.0
57.0,42.0
153.0,130.0
91.0,25.0
123.0,37.0
67.0,80.0
81.0,62.0
136.0,131.0
75.0,4.0
73.0,113.0
84.0,35.0
98.0,-30.0
45.0,151.0
144.0,-3.0
79.0,121.0
94.0,121.0
119.0,89.0
98.0,176.0
70.0,196.0
63.0,75.0
113.0,131.0
109.0,167.0
33.0,85.0
132.0,175.0
79.0,29.0
79.0,-31.0
13.0,40.0
146.0,96.0
135.0,83.0
185.0,134.0
139.0,88.0
122.0,-18.0
136.0,51.0
137.0,118.0
86.0,78.0
115.0,69.0
108.0,122.0
112.0,110.0
58.0,93.0
78.0,150.0
86.0,110.0
65.0,74.0
76.0,91.0
126.0,134.0
83.0,57.0
49.0,150.0
5.0,65.0
143.0,163.0
104.0,47.0
189.0,141.0
171.0,174.0
111.0,7.0
106.0,29.0
160.0,18.0
57.0,181.0
128.0,99.0
161.0,98.0
106.0,196.0
62.0,103.0
188.0,21.0
93.0,98.0
52.0,177.0
161.0,137.0
52.0,67.0
156.0,89.0
106.0,61.0
188.0,9.0
84.0,122.0
57.0,37.0
145.0,35.0
133.0,131.0
128.0,94.0
65.0,120.0
98.0,87.0
73.0,154.0
63.0,68.0
109.0,91.0
77.0,-14.0
85.0,49.0
31.0,-29.0
94.0,104.0
145.0,189.0
125.0,194.0
97.0,30.0
127.0,198.0
82.0,84.0
53.0,106.0
124.0,117.0
142.0,95.0
129.0,131.0
4.0,35.0
43.0,80.0
28.0,27.0
154.0,210.0
125.0,240.0
66.0,84.0
100.0,113.0
94.0,43.0
60.0,184.0
47.0,33.0
97.0,220.0
160.0,1.0
35.0,208.0
49.0,134.0
10.0,35.0
32.0,165.0
74.0,115.0
22.0,143.0
86.0,139.0
140.0,80.0
154.0,71.0
71.0,119.0
81.0,201.0
49.0,59.0
13.0,177.0
149.0,63.0
137.0,125.0
112.0,101.0
102.0,48.0
118.0,85.0
166.0,57.0
122.0,236.0
49.0,48.0
6.0,97.0
108.0,58.0
122.0,90.0
2.0,98.0
13.0,-6.0
80.0,165.0
60.0,87.0
134.0,136.0
32.0,115.0
162.0,82.0
59.0,95.0
42.0,170.0
77.0,41.0
91.0,41.0
95.0,149.0
31.0,145.0
122.0,76.0
154.0,171.0
53.0,115.0
35.0,-37.0
7.0,174.0
71.0,75.0
95.0,62.0
99.0,38.0
119.0,113.0
7.0,170.0
128.0,157.0
158.0,164.0
110.0,102.0
61.0,119.0
152.0,46.0
92.0,70.0
68.0,141.0
105.0,111.0
62.0,97.0
73.0,72.0
109.0,100.0
4.0,79.0
134.0,65.0
111.0,74.0
135.0,75.0
170.0,72.0
31.0,123.0
95.0,99.0
66.0,68.0
57.0,17.0
85.0,149.0
121.0,127.0
52.0,112.0
104.0,55.0
76.0,165.0
18.0,47.0
71.0,7.0
131.0,95.0
75.0,69.0
40.0,113.0
92.0,93.0
193.0,82.0
78.0,63.0
10.0,147.0
74.0,81.0
141.0,90.0
98.0,158.0
51.0,124.0
110.0,78.0
109.0,64.0
99.0,177.0
104.0,119.0
135.0,100.0
93.0,87.0
84.0,107.0
118.0,36.0
97.0,131.0
197.0,46.0
12.0,-73.0
95.0,100.0
94.0,49.0
163.0,-50.0
153.0,41.0
121.0,140.0
190.0,70.0
58.0,57.0
153.0,26.0
54.0,115.0
94.0,43.0
59.0,160.0
103.0,177.0
47.0,53.0
149.0,92.0
141.0,118.0
88.0,132.0
185.0,51.0
72.0,26.0
117.0,181.0
102.0,176.0
59.0,173.0
99.0,139.0
95.0,200.0
69.0,138.0
116.0,186.0
70.0,92.0
104.0,43.0
134.0,80.0
88.0,82.0
52.0,204.0
127.0,143.0
58.0,107.0
104.0,212.0
86.0,94.0
20.0,24.0
71.0,165.0
76.0,57.0
72.0,134.0
73.0,162.0
151.0,162.0
118.0,113.0
81.0,100.0
59.0,48.0
22.0,46.0
56.0,40.0
36.0,85.0
154.0,-2.0
73.0,4.0
24.0,-9.0
56.0,180.0
90.0,144.0
139.0,81.0
116.0,120.0
151.0,158.0
15.0,36.0
6.0,101.0
92.0,78.0
5.0,111.0
128.0,155.0
151.0,137.0
62.0,83.0
61.0,-64.0
98.0,171.0
55.0,2.0
103.0,79.0
131.0,116.0
149.0,119.0
128.0,134.0
89.0,85.0
82.0,68.0
151.0,120.0
191.0,234.0
94.0,149.0
139.0,131.0
69.0,-72.0
84.0,189.0
53.0,104.0
152.0,101.0
56.0,148.0
111.0,80.0
8.0,66.0
134.0,193.0
134.0,68.0
97.0,104.0
3.0,3.0
147.0,-7.0
5.0,50.0
120.0,57.0
124.0,151.0
78.0,65.0
174.0,-7.0
12.0,56.0
46.0,86.0
93.0,200.0
165.0,61.0
167.0,111.0
88.0,71.0
23.0,205.0
163.0,39.0
65.0,122.0
79.0,92.0
1.0,41.0
40.0,70.0
122.0,148.0
153.0,69.0
50.0,8.0
89.0,84.0
69.0,139.0
178.0,25.0
92.0,22.0
83.0,13.0
75.0,80.0
34.0,95.0
39.0,56.0
50.0,141.0
9.0,125.0
7.0,16.0
27.0,126.0
100.0,79.0
76.0,101.0
40.0,55.0
136.0,88.0
143.0,19.0
117.0,90.0
40.0,61.0
112.0,50.0
15.0,46.0
144.0,140.0
172.0,38.0
145.0,131.0
124.0,154.0
191.0,166.0
56.0,170.0
120.0,133.0
47.0,65.0
89.0,115.0
167.0,39.0
69.0,144.0
5.0,72.0
58.0,141.0
4.0,45.0
154.0,70.0
168.0,120.0
192.0,136.0
13.0,71.0
178.0,69.0
82.0,154.0
121.0,96.0
90.0,19.0
116.0,117.0
132.0,140.0
82.0,56.0
127.0,166.0
63.0,159.0
189.0,244.0
102.0,130.0
19.0,43.0
148.0,43.0
15.0,144.0
40.0,8.0
23.0,210.0
7.0,19.0
170.0,67.0
41.0,80.0
137.0,170.0
109.0,-15.0
46.0,50.0
142.0,117.0
15.0,158.0
124.0,71.0
85.0,69.0
34.0,140.0
59.0,121.0
31.0,127.0
83.0,124.0
114.0,77.0
133.0,215.0
43.0,-25.0
142.0,77.0
83.0,123.0
13.0,98.0
87.0,115.0
119.0,41.0
175.0,61.0
53.0,126.0
7.0,120.0
148.0,156.0
188.0,67.0
117.0,37.0
58.0,42.0
98.0,183.0
67.0,45.0
152.0,63.0
137.0,106.0
77.0,77.0
35.0,148.0
42.0,83.0
39.0,223.0
105.0,116.0
155.0,99.0
122.0,35.0
177.0,127.0
170.0,76.0
66.0,59.0
64.0,162.0
71.0,-15.0
89.0,149.0
132.0,215.0
129.0,161.0
70.0,98.0
161.0,14.0
31.0,22.0
70.0,46.0
57.0,113.0
94.0,106.0
106.0,79.0
98.0,308.0
44.0,125.0
50.0,49.0
56.0,148.0
116.0,86.0
17.0,63.0
154.0,112.0
84.0,47.0
50.0,59.0
103.0,152.0
35.0,53.0
165.0,-17.0
171.0,52.0
115.0,86.0
82.0,168.0
151.0,68.0
16.0,67.0
69.0,89.0
164.0,87.0
67.0,170.0
46.0,130.0
133.0,133.0
86.0,139.0
6.0,162.0
50.0,125.0
27.0,135.0
141.0,176.0
61.0,51.0
138.0,164.0
8.0,158.0
58.0,-21.0
108.0,122.0
95.0,106.0
45.0,110.0
156.0,108.0
119.0,97.0
19.0,66.0
74.0,141.0
148.0,86.0
61.0,121.0
28.0,171.0
154.0,130.0
159.0,144.0
127.0,107.0
132.0,83.0
134.0,126.0
128.0,155.0
106.0,17.0
141.0,180.0
75.0,79.0
80.0,158.0
123.0,81.0
196.0,197.0
176.0,174.0
123.0,84.0
177.0,102.0
50.0,103.0
144.0,90.0
192.0,106.0
29.0,78.0
27.0,74.0
119.0,49.0
121.0,11.0
127.0,104.0
142.0,83.0
144.0,72.0
142.0,159.0
75.0,23.0
135.0,93.0
63.0,73.0
130.0,140.0
106.0,57.0
156.0,58.0
152.0,136.0
130.0,159.0
94.0,70.0
76.0,129.0
124.0,55.0
161.0,102.0
167.0,140.0
132.0,91.0
167.0,113.0
63.0,104.0
69.0,151.0
130.0,163.0
92.0,-1.0
98.0,141.0
83.0,154.0
182.0,124.0
94.0,5.0
112.0,94.0
181.0,12.0
119.0,32.0
90.0,106.0
170.0,45.0
94.0,-27.0
90.0,135.0
63.0,115.0
1.0,141.0
67.0,156.0
55.0,60.0
107.0,215.0
49.0,71.0
49.0,174.0
74.0,119.0
86.0,69.0
128.0,112.0
95.0,109.0
31.0,103.0
12.0,132.0
158.0,136.0
142.0,101.0
113.0,56.0
155.0,80.0
144.0,80.0
83.0,145.0
107.0,-37.0
106.0,147.0
125.0,146.0
81.0,174.0
124.0,173.0
68.0,142.0
192.0,13.0
89.0,100.0
105.0,131.0
71.0,100.0
66.0,154.0
137.0,53.0
99.0,110.0
41.0,53.0
69.0,64.0
17.0,132.0
148.0,85.0
69.0,99.0
96.0,68.0
120.0,126.0
17.0,31.0
148.0,168.0
139.0,122.0
97.0,115.0
167.0,92.0
108.0,55.0
126.0,148.0
29.0,53.0
41.0,61.0
87.0,159.0
149.0,28.0
108.0,3.0
119.0,79.0
117.0,72.0
40.0,26.0
178.0,88.0
50.0,139.0
86.0,96.0
49.0,113.0
147.0,74.0
126.0,123.0
75.0,258.0
28.0,99.0
149.0,89.0
86.0,8.0
81.0,128.0
189.0,20.0
38.0,195.0
166.0,102.0
69.0,99.0
195.0,20.0
17.0,36.0
38.0,154.0
102.0,113.0
90.0,86.0
163.0,116.0
56.0,57.0
62.0,71.0
26.0,149.0
121.0,68.0
81.0,114.0
117.0,41.0
172.0,5.0
79.0,174.0
72.0,27.0
2.0,146.0
79.0,160.0
122.0,150.0
59.0,171.0
59.0,98.0
87.0,158.0
118.0,134.0
60.0,122.0
63.0,55.0
150.0,171.0
146.0,101.0
42.0,100.0
169.0,45.0
137.0,45.0
98.0,78.0
86.0,-1.0
114.0,56.0
80.0,94.0
53.0,202.0
82.0,84.0
139.0,22.0
89.0,121.0
18.0,117.0
50.0,99.0
47.0,-11.0
44.0,127.0
164.0,57.0
131.0,143.0
76.0,114.0
19.0,108.0
164.0,87.0
187.0,60.0
112.0,152.0
187.0,102.0
134.0,150.0
155.0,183.0
97.0,-39.0
160.0,186.0
175.0,166.0
61.0,79.0
133.0,141.0
91.0,7.0
38.0,82.0
26.0,161.0
121.0,173.0
53.0,52.0
168.0,76.0
115.0,122.0
137.0,144.0
42.0,40.0
81.0,157.0
69.0,147.0
60.0,201.0
154.0,86.0
87.0,37.0
96.0,-19.0
150.0,106.0
78.0,116.0
187.0,71.0
47.0,118.0
1.0,88.0
192.0,95.0
16.0,103.0
183.0,66.0
148.0,52.0
97.0,98.0
121.0,98.0
90.0,41.0
123.0,56.0
144.0,151.0
135.0,129.0
100.0,76.0
85.0,45.0
189.0,91.0
142.0,95.0
72.0,92.0
196.0,190.0
55.0,102.0
85.0,178.0
66.0,96.0
23.0,37.0
39.0,146.0
80.0,136.0
194.0,115.0
61.0,188.0
30.0,122.0
25.0,157.0
197.0,52.0
82.0,150.0
103.0,165.0
98.0,43.0
155.0,102.0
184.0,147.0
52.0,63.0
107.0,68.0
151.0,139.0
32.0,-8.0
104.0,154.0
112.0,106.0
91.0,90.0
85.0,97.0
94.0,104.0
142.0,145.0
175.0,72.0
156.0,13.0
74.0,98.0
36.0,78.0
129.0,56.0
82.0,101.0
160.0,63.0
64.0,74.0
140.0,141.0
74.0,21.0
85.0,71.0
29.0,74.0
75.0,157.0
17.0,49.0
85.0,86.0
108.0,45.0
91.0,187.0
93.0,143.0
157.0,148.0
115.0,161.0
112.0,71.0
99.0,116.0
15.0,35.0
92.0,117.0
96.0,93.0
186.0,88.0
45.0,99.0
198.0,170.0
132.0,13.0
59.0,116.0
75.0,34.0
36.0,14.0
65.0,99.0
7.0,191.0
107.0,33.0
115.0,110.0
76.0,-7.0
11.0,186.0
109.0,46.0
110.0,73.0
108.0,123.0
17.0,162.0
81.0,273.0
89.0,25.0
56.0,141.0
53.0,116.0
183.0,140.0
164.0,-25.0
135.0,161.0
134.0,140.0
68.0,86.0
146.0,117.0
68.0,136.0
115.0,97.0
73.0,95.0
168.0,125.0
112.0,117.0
188.0,16.0
130.0,116.0
93.0,185.0
28.0,108.0
95.0,8.0
143.0,111.0
186.0,172.0
177.0,-34.0
56.0,141.0
38.0,113.0
88.0,130.0
59.0,64.0
37.0,97.0
40.0,14.0
37.0,109.0
106.0,62.0
24.0,9.0
112.0,35.0
141.0,54.0
80.0,104.0
160.0,87.0
192.0,98.0
96.0,130.0
112.0,188.0
141.0,60.0
77.0,107.0
142.0,74.0
71.0,129.0
134.0,160.0
195.0,98.0
134.0,214.0
133.0,151.0
86.0,62.0
63.0,203.0
179.0,136.0
103.0,123.0
66.0,164.0
148.0,184.0
73.0,105.0
129.0,115.0
198.0,33.0
103.0,97.0
102.0,50.0
150.0,124.0
115.0,109.0
68.0,105.0
164.0,23.0
84.0,98.0
41.0,94.0
76.0,91.0
110.0,83.0
194.0,105.0
99.0,115.0
64.0,104.0
192.0,64.0
21.0,-19.0
80.0,101.0
67.0,55.0
88.0,122.0
122.0,121.0
73.0,140.0
95.0,175.0
71.0,-20.0
141.0,47.0
149.0,137.0
77.0,73.0
60.0,7.0
183.0,125.0
141.0,69.0
81.0,117.0
80.0,157.0
75.0,-13.0
125.0,99.0
168.0,76.0
58.0,153.0
89.0,115.0
120.0,-10.0
40.0,43.0
130.0,137.0
31.0,157.0
143.0,31.0
56.0,149.0
38.0,53.0
130.0,99.0
77.0,20.0
68.0,48.0
74.0,155.0
164.0,51.0
81.0,82.0
90.0,92.0
109.0,109.0
115.0,105.0
171.0,168.0
78.0,185.0
87.0,144.0
58.0,106.0
55.0,77.0
56.0,176.0
130.0,84.0
81.0,99.0
63.0,50.0
123.0,121.0
111.0,41.0
104.0,50.0
28.0,68.0
116.0,90.0
166.0,69.0
29.0,118.0
84.0,-6.0
172.0,-7.0
48.0,141.0
161.0,65.0
65.0,70.0
106.0,32.0
101.0,92.0
69.0,40.0
146.0,84.0
64.0,0.0
106.0,94.0
113.0,93.0
46.0,42.0
101.0,118.0
69.0,98.0
65.0,30.0
52.0,30.0
122.0,96.0
160.0,94.0
70.0,178.0
102.0,69.0
51.0,119.0
81.0,99.0
132.0,172.0
181.0,135.0
149.0,181.0
52.0,112.0
137.0,86.0
84.0,28.0
117.0,189.0
75.0,34.0
23.0,80.0
87.0,157.0
93.0,111.0
87.0,155.0
51.0,195.0
111.0,65.0
119.0,80.0
69.0,189.0
61.0,94.0
171.0,122.0
5.0,38.0
29.0,100.0
178.0,118.0
148.0,132.0
137.0,144.0
93.0,15.0
152.0,43.0
134.0,49.0
56.0,138.0
77.0,92.0
38.0,81.0
55.0,47.0
33.0,32.0
33.0,11.0
42.0,95.0
27.0,32.0
138.0,134.0
11.0,202.0
126.0,247.0
158.0,123.0
148.0,151.0
57.0,85.0
44.0,156.0
133.0,110.0
90.0,180.0
103.0,63.0
37.0,40.0
56.0,64.0
118.0,76.0
194.0,14.0
112.0,61.0
69.0,56.0
127.0,172.0
86.0,128.0
145.0,154.0
115.0,80.0
75.0,237.0
62.0,85.0
187.0,145.0
97.0,52.0
37.0,39.0
154.0,151.0
194.0,229.0
65.0,145.0
135.0,149.0
19.0,183.0
17.0,88.0
60.0,34.0
49.0,72.0
15.0,71.0
62.0,77.0
20.0,31.0
53.0,121.0
28.0,64.0
110.0,80.0
90.0,25.0
145.0,199.0
112.0,151.0
166.0,81.0
136.0,36.0
135.0,112.0
75.0,107.0
101.0,70.0
103.0,61.0
186.0,84.0
15.0,154.0
50.0,118.0
82.0,83.0
71.0,110.0
46.0,123.0
153.0,186.0
169.0,78.0
44.0,142.0
71.0,120.0
89.0,105.0
100.0,103.0
66.0,73.0
14.0,140.0
102.0,65.0
107.0,88.0
157.0,116.0
103.0,138.0
59.0,25.0
154.0,82.0
65.0,122.0
113.0,83.0
49.0,193.0
66.0,96.0
179.0,161.0
105.0,109.0
89.0,105.0
70.0,168.0
99.0,106.0
87.0,128.0
